,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
67543,153,39.166309999999996,-84.541262,07/01/2021 01:42:19 PM,29.0,SSE,11,1.2,148143.2,07/01/2021 01:42:52 PM,Standard Event,S-HAM19081,HAMILTON AV,PULLAN AV,WESTMORELAND AV,NORTHSIDE
68693,153,39.163854,-84.540301,07/01/2021 01:42:43 PM,19.3,SSE,11,1.4,148143.3,07/01/2021 01:42:52 PM,Standard Event,S-HAM19080,HAMILTON AV,HOBART AV,PULLAN AV,NORTHSIDE
68761,153,39.163484000000004,-84.540149,07/01/2021 01:42:51 PM,0.0,SSE,9,1.4,148143.3,07/01/2021 01:42:52 PM,Motion Stop,S-HAM19068,HAMILTON AV,CHASE AV,HOBART AV,NORTHSIDE
67285,153,39.163478999999995,-84.540151,07/01/2021 01:43:14 PM,4.4,SSE,10,1.4,148143.3,07/01/2021 01:43:15 PM,Motion Start,S-HAM19068,HAMILTON AV,CHASE AV,HOBART AV,NORTHSIDE
68878,153,39.161895,-84.53957199999999,07/01/2021 01:43:35 PM,24.2,S,11,1.6,148143.5,07/01/2021 01:43:55 PM,Standard Event,S-HAM19072,HAMILTON AV,KNOWLTON ST,MEDILL AL,NORTHSIDE
68121,153,39.160567,-84.53947099999999,07/01/2021 01:43:54 PM,0.0,SSW,9,1.6,148143.5,07/01/2021 01:43:55 PM,Motion Stop,S-HAM19076,HAMILTON AV,BLUE ROCK ST,PALM AV,NORTHSIDE
68536,153,39.160562,-84.53947099999999,07/01/2021 01:44:01 PM,5.5,SSW,10,1.6,148143.5,07/01/2021 01:44:03 PM,Motion Start,S-HAM19076,HAMILTON AV,BLUE ROCK ST,PALM AV,NORTHSIDE
68116,153,39.15916,-84.539505,07/01/2021 01:44:19 PM,21.0,S,11,1.7,148143.7,07/01/2021 01:44:33 PM,Standard Event,I-GJ12603732,HAMILTON AV & COSBY ST,,,NORTHSIDE
68050,153,39.158617,-84.53958,07/01/2021 01:44:31 PM,0.0,S,9,1.7,148143.7,07/01/2021 01:44:33 PM,Motion Stop,I-GJ12603722,HAMILTON AV & LUDLOW AVENUE VIA & HOFFNER ST & SPRING GROVE AV & OLD LUDLOW AV,,,NORTHSIDE
67256,153,39.158598,-84.53957700000001,07/01/2021 01:44:57 PM,5.6,S,10,1.7,148143.7,07/01/2021 01:44:59 PM,Motion Start,I-GJ12603722,HAMILTON AV & LUDLOW AVENUE VIA & HOFFNER ST & SPRING GROVE AV & OLD LUDLOW AV,,,NORTHSIDE
67289,153,39.158547999999996,-84.53971800000001,07/01/2021 01:45:06 PM,0.0,W,9,1.8,148143.7,07/01/2021 01:45:08 PM,Motion Stop,S-HAM07253,HOFFNER ST,HAMILTON AV,CLUXTON AL,NORTHSIDE
68059,153,39.158538,-84.539757,07/01/2021 01:46:59 PM,8.0,W,10,0.0,148143.7,07/01/2021 01:47:00 PM,Motion Start,S-HAM07253,HOFFNER ST,HAMILTON AV,CLUXTON AL,NORTHSIDE
68213,153,39.158608,-84.540999,07/01/2021 01:47:17 PM,6.1,W,11,0.1,148143.8,07/01/2021 01:49:51 PM,Standard Event,S-HAM07250,HOFFNER ST,GULOW ST,APPLE ST,NORTHSIDE
68132,153,39.158771,-84.544022,07/01/2021 01:47:45 PM,23.3,W,11,0.2,148143.9,07/01/2021 01:49:51 PM,Standard Event,S-HAM07371,HOFFNER ST,DELANEY ST,COLERAIN AV,NORTHSIDE
67870,153,39.157790000000006,-84.544193,07/01/2021 01:48:03 PM,27.0,SSE,11,0.3,148144.0,07/01/2021 01:49:51 PM,Standard Event,I-GJ12193717,COLERAIN AV & COOPER ST,,,NORTHSIDE
68834,153,39.155025,-84.542728,07/01/2021 01:48:29 PM,19.6,SSE,11,0.5,148144.2,07/01/2021 01:49:51 PM,Standard Event,S-HAM29488,COLERAIN AV,SPRING GRVE AV TO I-74 EB EXWY RAMP,ELMORE ST,NORTHSIDE
68935,153,39.154429,-84.542343,07/01/2021 01:48:47 PM,5.9,SE,11,0.6,148144.3,07/01/2021 01:49:51 PM,Standard Event,S-HAM29488,COLERAIN AV,SPRING GRVE AV TO I-74 EB EXWY RAMP,ELMORE ST,NORTHSIDE
68418,153,39.15332,-84.542532,07/01/2021 01:49:05 PM,25.7,S,11,0.6,148144.3,07/01/2021 01:49:51 PM,Standard Event,B-3137031,SPRING GROVE AV BRIDGE OVER MILL CREEK,,,SOUTH CUMMINSVILLE
68825,153,39.151918,-84.543121,07/01/2021 01:49:23 PM,20.9,SSW,11,0.7,148144.5,07/01/2021 01:49:51 PM,Standard Event,S-HAM27253,MILLCREEK RD,RALSTON AV,HAROLD AL,CAMP WASHINGTON
67895,153,39.149906,-84.544651,07/01/2021 01:49:50 PM,25.0,SSW,11,0.9,148144.6,07/01/2021 01:49:51 PM,Standard Event,S-HAM21878,MILLCREEK RD,LLEWELLYN ST,GERINGER ST,SOUTH CUMMINSVILLE
67168,153,39.148866,-84.5458,07/01/2021 01:50:08 PM,26.1,W,11,0.0,148144.7,07/01/2021 01:51:32 PM,Standard Event,B-3160610,MILLCREEK RD BRIDGE OVER MILL CREEK,,,SOUTH CUMMINSVILLE
67836,153,39.148956,-84.547955,07/01/2021 01:50:26 PM,12.9,SW,11,0.1,148144.8,07/01/2021 01:51:32 PM,Standard Event,,,,,
68587,153,39.148178,-84.548254,07/01/2021 01:50:44 PM,4.5,SSW,11,0.2,148144.9,07/01/2021 01:51:32 PM,Standard Event,,,,,
67400,153,39.147752000000004,-84.548447,07/01/2021 01:51:02 PM,6.3,SSW,11,0.2,148145.0,07/01/2021 01:51:32 PM,Standard Event,,,,,
68690,153,39.147267,-84.549086,07/01/2021 01:51:28 PM,4.2,NWW,11,0.3,148145.0,07/01/2021 01:51:32 PM,Standard Event,,,,,
67539,153,39.147293,-84.549111,07/01/2021 01:51:31 PM,0.0,NNW,9,0.3,148145.0,07/01/2021 01:51:32 PM,Motion Stop,,,,,
67666,153,39.147298,-84.549104,07/01/2021 01:51:41 PM,3.4,N,10,0.3,148145.0,07/01/2021 01:51:42 PM,Motion Start,,,,,
67233,153,39.147298,-84.549104,07/01/2021 01:52:07 PM,0.0,N,9,0.3,148145.0,07/01/2021 01:52:08 PM,Motion Stop,,,,,
68952,153,39.147220000000004,-84.548952,07/01/2021 01:55:51 PM,3.7,NNE,10,0.3,148145.0,07/01/2021 01:55:52 PM,Motion Start,,,,,
69754,153,39.147413,-84.54884399999999,07/01/2021 01:56:16 PM,0.0,N,9,0.0,148145.1,07/01/2021 01:56:18 PM,Motion Stop,,,,,
69250,153,39.147413,-84.54884399999999,07/01/2021 01:56:26 PM,0.0,N,7,0.0,148145.1,07/01/2021 01:56:27 PM,Power Off,,,,,
1940,153,39.147344,-84.548914,07/01/2021 06:33:50 AM,3.8,SSW,10,0.0,148069.3,07/01/2021 06:33:50 AM,Motion Start,,,,,
1864,153,39.147302,-84.548941,07/01/2021 06:34:04 AM,0.0,SW,9,0.0,148069.3,07/01/2021 06:34:05 AM,Motion Stop,,,,,
1957,153,39.147293,-84.548947,07/01/2021 06:34:44 AM,3.0,SW,10,0.0,148069.3,07/01/2021 06:34:45 AM,Motion Start,,,,,
1811,153,39.147201,-84.54893100000001,07/01/2021 06:34:46 AM,0.0,SSW,9,0.0,148069.3,07/01/2021 06:34:47 AM,Motion Stop,,,,,
1985,153,39.147185,-84.548927,07/01/2021 06:36:10 AM,3.3,SE,10,0.0,148069.3,07/01/2021 06:36:11 AM,Motion Start,,,,,
