,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
14135,28,39.159418,-84.420738,07/01/2021 08:36:03 AM,0.0,SEE,7,1.1,50037.2,07/01/2021 08:36:05 AM,Power Off,,,,,
16640,28,39.159372999999995,-84.420875,07/01/2021 08:47:36 AM,3.5,N,10,0.0,50037.2,07/01/2021 08:47:39 AM,Motion Start,,,,,
16693,28,39.159195000000004,-84.421172,07/01/2021 08:48:02 AM,0.0,S,9,0.0,50037.2,07/01/2021 08:48:05 AM,Motion Stop,S-HAM26452,RIDGE AV,MADISON RD,IBSEN AV,OAKLEY
18044,28,39.159187,-84.421171,07/01/2021 08:48:06 AM,3.9,S,10,0.0,50037.2,07/01/2021 08:48:06 AM,Motion Start,S-HAM26452,RIDGE AV,MADISON RD,IBSEN AV,OAKLEY
18275,28,39.156816,-84.421513,07/01/2021 08:48:41 AM,20.9,S,11,0.2,50037.4,07/01/2021 08:49:10 AM,Standard Event,I-GJ22803733,RIDGE AV & ORKNEY LN,,,OAKLEY
16359,28,39.155235,-84.422508,07/01/2021 08:48:59 AM,18.6,SSW,11,0.3,50037.5,07/01/2021 08:49:10 AM,Standard Event,S-HAM12821,RIDGE AV,CARDIFF AV,ORKNEY LN,OAKLEY
16495,28,39.154946,-84.422748,07/01/2021 08:49:07 AM,0.0,SSW,9,0.3,50037.5,07/01/2021 08:49:10 AM,Motion Stop,S-HAM12821,RIDGE AV,CARDIFF AV,ORKNEY LN,OAKLEY
17412,28,39.154938,-84.42276899999999,07/01/2021 08:49:10 AM,5.0,SSW,10,0.3,50037.5,07/01/2021 08:49:11 AM,Motion Start,S-HAM12821,RIDGE AV,CARDIFF AV,ORKNEY LN,OAKLEY
17815,28,39.154037,-84.42299799999999,07/01/2021 08:49:30 AM,0.0,S,9,0.4,50037.6,07/01/2021 08:49:33 AM,Motion Stop,S-HAM12803,RIDGE AV,BROTHERTON RD,CARDIFF AV,OAKLEY
16325,28,39.154034,-84.42299799999999,07/01/2021 08:49:50 AM,5.7,S,10,0.4,50037.6,07/01/2021 08:49:53 AM,Motion Start,S-HAM12803,RIDGE AV,BROTHERTON RD,CARDIFF AV,OAKLEY
17170,28,39.152758,-84.42290899999999,07/01/2021 08:50:08 AM,20.2,SSE,11,0.0,50037.7,07/01/2021 08:53:01 AM,Standard Event,S-HAM12139,MARBURG AV,BACH AV,MAPLE DR,OAKLEY
17255,28,39.151742999999996,-84.42218299999999,07/01/2021 08:50:26 AM,17.0,SSE,11,0.1,50037.8,07/01/2021 08:53:01 AM,Standard Event,S-HAM12788,MARBURG AV,PAXTON AV,BACH AV,OAKLEY
17368,28,39.150107,-84.421521,07/01/2021 08:50:49 AM,15.0,SSE,11,0.2,50037.9,07/01/2021 08:53:01 AM,Standard Event,I-GJ22813659,MARBURG AV & EVERSON AV,,,OAKLEY
16360,28,39.148578,-84.42160600000001,07/01/2021 08:51:07 AM,29.9,S,11,0.3,50038.0,07/01/2021 08:53:01 AM,Standard Event,S-HAM12166,MARBURG AV,N STERLING WY,CLARAMONT AV,OAKLEY
18606,28,39.141964,-84.422237,07/01/2021 08:52:04 AM,22.3,S,11,0.8,50038.5,07/01/2021 08:53:01 AM,Standard Event,S-HAM12743,MARBURG AV,ERIE AV,WASSON RD,HYDE PARK
18128,28,39.141368,-84.422832,07/01/2021 08:52:22 AM,20.0,W,11,0.9,50038.5,07/01/2021 08:53:01 AM,Standard Event,S-HAM09289,ERIE AV,TARPIS AV,MARBURG AV,HYDE PARK
17372,28,39.141401,-84.42489300000001,07/01/2021 08:52:40 AM,19.3,SWW,11,1.0,50038.6,07/01/2021 08:53:01 AM,Standard Event,S-HAM09295,ERIE AV,TARPIS AV,TARPIS AV,HYDE PARK
18138,28,39.140143,-84.424604,07/01/2021 08:52:58 AM,24.6,SSE,11,1.1,50038.7,07/01/2021 08:53:01 AM,Standard Event,S-HAM09295,ERIE AV,TARPIS AV,TARPIS AV,HYDE PARK
16722,28,39.138657,-84.425212,07/01/2021 08:53:16 AM,22.3,SW,11,1.2,50038.8,07/01/2021 08:54:26 AM,Standard Event,S-HAM09325,ERIE AV,ST JOHNS PL,TARPIS AV,HYDE PARK
17259,28,39.138065999999995,-84.42688000000001,07/01/2021 08:53:34 AM,25.0,W,11,1.3,50039.0,07/01/2021 08:54:26 AM,Standard Event,I-GJ22403523,DELTA AV & ERIE AV,,,HYDE PARK
18322,28,39.138354,-84.429789,07/01/2021 08:53:52 AM,32.1,W,11,1.4,50039.1,07/01/2021 08:54:26 AM,Standard Event,S-HAM09300,ERIE AV,GRACE AV,BAYARD DR,HYDE PARK
16517,28,39.138706,-84.433289,07/01/2021 08:54:15 AM,24.9,W,11,1.7,50039.3,07/01/2021 08:54:26 AM,Standard Event,S-HAM09297,ERIE AV,PAXTON AV,RAYMAR BLVD,HYDE PARK
17823,28,39.138756,-84.43389499999999,07/01/2021 08:54:23 AM,0.0,W,9,1.7,50039.3,07/01/2021 08:54:26 AM,Motion Stop,I-GJ21773530,ERIE AV & PAXTON AV,,,HYDE PARK
17648,28,39.138751,-84.433921,07/01/2021 08:54:40 AM,6.6,W,10,1.7,50039.3,07/01/2021 08:54:43 AM,Motion Start,I-GJ21773530,ERIE AV & PAXTON AV,,,HYDE PARK
21614,28,39.137427,-84.434173,07/01/2021 08:54:58 AM,18.4,S,11,0.0,50039.5,07/01/2021 08:56:40 AM,Standard Event,S-HAM09306,PAXTON AV,OBSERVATORY AV,ERIE AV,HYDE PARK
18930,28,39.137079,-84.434849,07/01/2021 08:55:16 AM,22.3,W,11,0.1,50039.5,07/01/2021 08:56:40 AM,Standard Event,S-HAM09340,OBSERVATORY AV,DUNCAN AV,PAXTON AV,HYDE PARK
19497,28,39.137087,-84.436366,07/01/2021 08:55:34 AM,5.7,SSW,11,0.1,50039.6,07/01/2021 08:56:40 AM,Standard Event,I-GJ21583512,CRYER AV & OBSERVATORY AV,,,HYDE PARK
19526,28,39.136229,-84.436435,07/01/2021 08:55:52 AM,11.5,S,11,0.2,50039.6,07/01/2021 08:56:40 AM,Standard Event,S-HAM34280,CRYER AV,LINWOOD AV,OBSERVATORY AV,HYDE PARK
18958,28,39.134549,-84.436577,07/01/2021 08:56:26 AM,11.1,S,11,0.3,50039.8,07/01/2021 08:56:40 AM,Standard Event,S-HAM34280,CRYER AV,LINWOOD AV,OBSERVATORY AV,HYDE PARK
20806,28,39.134232,-84.43672600000001,07/01/2021 08:56:37 AM,0.0,SSW,9,0.3,50039.8,07/01/2021 08:56:40 AM,Motion Stop,S-HAM34280,CRYER AV,LINWOOD AV,OBSERVATORY AV,HYDE PARK
19679,28,39.134229,-84.436727,07/01/2021 08:56:51 AM,4.8,SSW,10,0.3,50039.8,07/01/2021 08:56:53 AM,Motion Start,S-HAM34280,CRYER AV,LINWOOD AV,OBSERVATORY AV,HYDE PARK
20255,28,39.133674,-84.437117,07/01/2021 08:57:09 AM,3.6,SW,11,0.4,50039.8,07/01/2021 08:57:14 AM,Standard Event,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
19005,28,39.13365,-84.43714200000001,07/01/2021 08:57:11 AM,0.0,SW,9,0.4,50039.8,07/01/2021 08:57:14 AM,Motion Stop,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
19083,28,39.133644,-84.43714200000001,07/01/2021 08:57:24 AM,3.4,SW,10,0.4,50039.8,07/01/2021 08:57:27 AM,Motion Start,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
21495,28,39.133644,-84.43714200000001,07/01/2021 08:57:36 AM,0.0,SW,9,0.4,50039.8,07/01/2021 08:57:39 AM,Motion Stop,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
20035,28,39.133559999999996,-84.437211,07/01/2021 09:03:36 AM,3.2,NWW,10,0.0,50039.9,07/01/2021 09:03:39 AM,Motion Start,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
20273,28,39.133559999999996,-84.437211,07/01/2021 09:03:42 AM,0.0,NWW,9,0.0,50039.9,07/01/2021 09:03:43 AM,Motion Stop,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
21085,28,39.133559999999996,-84.437211,07/01/2021 09:03:46 AM,3.5,NWW,10,0.0,50039.9,07/01/2021 09:03:47 AM,Motion Start,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
21357,28,39.133018,-84.436471,07/01/2021 09:04:20 AM,3.5,NE,11,0.1,50040.0,07/01/2021 09:05:04 AM,Standard Event,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
19598,28,39.133468,-84.437129,07/01/2021 09:05:01 AM,0.0,NW,9,0.1,50040.0,07/01/2021 09:05:04 AM,Motion Stop,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
19204,28,39.133468,-84.437129,07/01/2021 09:05:11 AM,4.0,NW,10,0.1,50040.0,07/01/2021 09:05:14 AM,Motion Start,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
20207,28,39.133936,-84.436784,07/01/2021 09:05:31 AM,0.0,NNE,9,0.1,50040.0,07/01/2021 09:05:34 AM,Motion Stop,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
21366,28,39.133936,-84.436784,07/01/2021 09:05:48 AM,4.5,NNE,10,0.1,50040.0,07/01/2021 09:05:51 AM,Motion Start,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
21064,28,39.13525,-84.437887,07/01/2021 09:06:06 AM,31.6,NW,11,0.0,50040.1,07/01/2021 09:06:54 AM,Standard Event,S-HAM19057,LINWOOD AV,ARCADIA PL,MONTEITH AV,HYDE PARK
20727,28,39.137433,-84.439821,07/01/2021 09:06:29 AM,22.8,NNW,11,0.2,50040.3,07/01/2021 09:06:54 AM,Standard Event,I-GJ21283513,LINWOOD AV & OBSERVATORY AV & SHAW AV,,,HYDE PARK
18970,28,39.139019,-84.440179,07/01/2021 09:06:47 AM,14.7,N,11,0.2,50040.4,07/01/2021 09:06:54 AM,Standard Event,S-HAM06703,SHAW AV,LINSHAW CT,ERIE AV,HYDE PARK
19797,28,39.139125,-84.440184,07/01/2021 09:06:51 AM,0.0,N,9,0.3,50040.5,07/01/2021 09:06:54 AM,Motion Stop,S-HAM06703,SHAW AV,LINSHAW CT,ERIE AV,HYDE PARK
20900,28,39.13915,-84.440187,07/01/2021 09:06:56 AM,6.8,N,10,0.3,50040.5,07/01/2021 09:06:57 AM,Motion Start,S-HAM06703,SHAW AV,LINSHAW CT,ERIE AV,HYDE PARK
19887,28,39.139491,-84.44100300000001,07/01/2021 09:07:14 AM,14.4,W,11,0.4,50040.5,07/01/2021 09:07:25 AM,Standard Event,S-HAM06478,ERIE AV,MICHIGAN AV,SHAW AV,HYDE PARK
19775,28,39.139545,-84.441422,07/01/2021 09:07:22 AM,0.0,W,9,0.4,50040.5,07/01/2021 09:07:25 AM,Motion Stop,S-HAM06478,ERIE AV,MICHIGAN AV,SHAW AV,HYDE PARK
19277,28,39.139549,-84.441485,07/01/2021 09:07:38 AM,6.4,W,10,0.4,50040.5,07/01/2021 09:07:41 AM,Motion Start,S-HAM06478,ERIE AV,MICHIGAN AV,SHAW AV,HYDE PARK
20788,28,39.139752,-84.442413,07/01/2021 09:07:57 AM,13.4,NWW,11,0.4,50040.6,07/01/2021 09:08:12 AM,Standard Event,S-HAM63111,ERIE AV,EDWARDS RD,MICHIGAN AV,
21096,28,39.139823,-84.443108,07/01/2021 09:08:09 AM,0.0,W,9,0.4,50040.6,07/01/2021 09:08:12 AM,Motion Stop,S-HAM63111,ERIE AV,EDWARDS RD,MICHIGAN AV,
19819,28,39.13982,-84.443125,07/01/2021 09:08:22 AM,5.3,W,10,0.5,50040.6,07/01/2021 09:08:26 AM,Motion Start,S-HAM63111,ERIE AV,EDWARDS RD,MICHIGAN AV,
19749,28,39.140992,-84.443173,07/01/2021 09:08:40 AM,24.0,N,11,0.6,50040.7,07/01/2021 09:09:24 AM,Standard Event,S-HAM19453,EDWARDS RD,GREGSON PL,GRIFFITHS AV,HYDE PARK
20418,28,39.144157,-84.442879,07/01/2021 09:09:12 AM,16.6,N,11,0.7,50040.9,07/01/2021 09:09:24 AM,Standard Event,S-HAM19805,EDWARDS RD,GRIFFITHS AV,WASSON RD,HYDE PARK
20103,28,39.144529,-84.442844,07/01/2021 09:09:21 AM,0.0,N,9,0.8,50040.9,07/01/2021 09:09:24 AM,Motion Stop,S-HAM19805,EDWARDS RD,GRIFFITHS AV,WASSON RD,HYDE PARK
21285,28,39.144533,-84.442844,07/01/2021 09:10:10 AM,5.5,N,10,0.8,50040.9,07/01/2021 09:10:13 AM,Motion Start,S-HAM19805,EDWARDS RD,GRIFFITHS AV,WASSON RD,HYDE PARK
19609,28,39.145207,-84.442773,07/01/2021 09:10:29 AM,0.0,N,9,0.9,50041.0,07/01/2021 09:10:32 AM,Motion Stop,S-HAM19806R,EDWARDS RD,WASSON RD,MADISON RD,OAKLEY
21240,28,39.145207,-84.442773,07/01/2021 09:10:57 AM,5.0,N,10,0.9,50041.0,07/01/2021 09:11:00 AM,Motion Start,S-HAM19806R,EDWARDS RD,WASSON RD,MADISON RD,OAKLEY
23852,28,39.145395,-84.443187,07/01/2021 09:16:10 AM,3.8,SW,10,0.0,50041.0,07/01/2021 09:16:12 AM,Motion Start,S-HAM19744,MADISON RD,TERM SW OF EDWARDS RD,EDWARDS RD,
24305,28,39.143993,-84.445326,07/01/2021 09:16:42 AM,24.5,SW,11,0.2,50041.2,07/01/2021 09:17:42 AM,Standard Event,S-HAM19737,MADISON RD,BESUDEN CT,ZUMSTEIN AV,HYDE PARK
22891,28,39.140868,-84.450536,07/01/2021 09:17:33 AM,15.1,SW,11,0.5,50041.5,07/01/2021 09:17:42 AM,Standard Event,S-HAM17390,MADISON RD,ERIE AV,KENDALL AV,HYDE PARK
23562,28,39.140743,-84.45073199999999,07/01/2021 09:17:39 AM,0.0,SW,9,0.6,50041.6,07/01/2021 09:17:42 AM,Motion Stop,S-HAM17390,MADISON RD,ERIE AV,KENDALL AV,HYDE PARK
22927,28,39.140738,-84.450739,07/01/2021 09:18:26 AM,5.3,SW,10,0.6,50041.6,07/01/2021 09:18:30 AM,Motion Start,S-HAM17390,MADISON RD,ERIE AV,KENDALL AV,HYDE PARK
21809,28,39.140352,-84.449792,07/01/2021 09:18:44 AM,29.4,E,11,0.6,50041.6,07/01/2021 09:20:17 AM,Standard Event,S-HAM06448,ERIE AV,MADISON RD,BERRY AV,HYDE PARK
23149,28,39.139781,-84.444807,07/01/2021 09:19:16 AM,22.5,E,11,0.9,50041.9,07/01/2021 09:20:17 AM,Standard Event,S-HAM06482,ERIE AV,MOONEY AV,ZUMSTEIN AV,HYDE PARK
22387,28,39.139623,-84.44345200000001,07/01/2021 09:19:34 AM,3.7,E,11,0.9,50041.9,07/01/2021 09:20:17 AM,Standard Event,I-GJ20963539,EDWARDS RD & ERIE AV,,,HYDE PARK
23423,28,39.139131,-84.443373,07/01/2021 09:19:52 AM,10.8,S,11,1.0,50042.0,07/01/2021 09:20:17 AM,Standard Event,S-HAM19050,EDWARDS RD,OBSERVATORY AV,ERIE AV,HYDE PARK
21923,28,39.137907,-84.443556,07/01/2021 09:20:10 AM,14.3,S,11,1.1,50042.1,07/01/2021 09:20:17 AM,Standard Event,S-HAM19050,EDWARDS RD,OBSERVATORY AV,ERIE AV,HYDE PARK
21833,28,39.13772,-84.443578,07/01/2021 09:20:15 AM,0.0,S,9,1.1,50042.1,07/01/2021 09:20:17 AM,Motion Stop,S-HAM19050,EDWARDS RD,OBSERVATORY AV,ERIE AV,HYDE PARK
23737,28,39.137715,-84.44358000000001,07/01/2021 09:20:42 AM,5.1,S,10,1.1,50042.1,07/01/2021 09:20:45 AM,Motion Start,S-HAM19050,EDWARDS RD,OBSERVATORY AV,ERIE AV,HYDE PARK
23024,28,39.137653,-84.443574,07/01/2021 09:20:49 AM,0.0,S,9,1.1,50042.1,07/01/2021 09:20:50 AM,Motion Stop,I-GJ20953515,EDWARDS RD & OBSERVATORY AV,,,HYDE PARK
22276,28,39.137653,-84.443574,07/01/2021 09:20:53 AM,3.5,S,10,1.1,50042.1,07/01/2021 09:20:54 AM,Motion Start,I-GJ20953515,EDWARDS RD & OBSERVATORY AV,,,HYDE PARK
24178,28,39.137461,-84.442195,07/01/2021 09:21:11 AM,26.8,E,11,0.0,50042.2,07/01/2021 09:21:34 AM,Standard Event,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
23239,28,39.1373,-84.440208,07/01/2021 09:21:29 AM,5.8,E,11,0.1,50042.3,07/01/2021 09:21:34 AM,Standard Event,S-HAM19055,OBSERVATORY AV,MORTEN ST,LINWOOD AV,HYDE PARK
23873,28,39.137294,-84.440152,07/01/2021 09:21:32 AM,0.0,E,9,0.1,50042.3,07/01/2021 09:21:34 AM,Motion Stop,S-HAM19055,OBSERVATORY AV,MORTEN ST,LINWOOD AV,HYDE PARK
24056,28,39.137291999999995,-84.440147,07/01/2021 09:22:06 AM,5.1,E,10,0.1,50042.3,07/01/2021 09:22:17 AM,Motion Start,S-HAM19055,OBSERVATORY AV,MORTEN ST,LINWOOD AV,HYDE PARK
23841,28,39.1365,-84.439051,07/01/2021 09:22:24 AM,27.9,SSE,11,0.2,50042.4,07/01/2021 09:23:19 AM,Standard Event,S-HAM19058,LINWOOD AV,SARITA PL,ARCADIA PL,HYDE PARK
22202,28,39.134313,-84.43717,07/01/2021 09:22:48 AM,20.1,SE,11,0.4,50042.6,07/01/2021 09:23:19 AM,Standard Event,S-HAM19054,LINWOOD AV,MONTEITH AV,CRYER AV,HYDE PARK
23658,28,39.133758,-84.437054,07/01/2021 09:23:06 AM,10.5,SW,11,0.4,50042.6,07/01/2021 09:23:19 AM,Standard Event,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
21896,28,39.133556,-84.437228,07/01/2021 09:23:16 AM,0.0,SW,9,0.4,50042.6,07/01/2021 09:23:19 AM,Motion Stop,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
22004,28,39.133556,-84.437228,07/01/2021 09:23:17 AM,4.0,SW,10,0.4,50042.6,07/01/2021 09:23:20 AM,Motion Start,I-GJ21513471,CRYER AV & MERIWEATHER AV,,,HYDE PARK
23727,28,39.133057,-84.436574,07/01/2021 09:23:35 AM,3.3,SSE,11,0.5,50042.7,07/01/2021 09:23:39 AM,Standard Event,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
21785,28,39.133044,-84.436561,07/01/2021 09:23:36 AM,0.0,SE,9,0.5,50042.7,07/01/2021 09:23:39 AM,Motion Stop,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
23062,28,39.133032,-84.436509,07/01/2021 09:23:39 AM,5.2,E,10,0.5,50042.7,07/01/2021 09:23:40 AM,Motion Start,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
22849,28,39.133359999999996,-84.436939,07/01/2021 09:23:57 AM,6.8,NW,11,0.6,50042.8,07/01/2021 09:24:03 AM,Standard Event,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
23374,28,39.133409,-84.436996,07/01/2021 09:24:00 AM,0.0,NW,9,0.6,50042.8,07/01/2021 09:24:03 AM,Motion Stop,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
22411,28,39.133414,-84.436999,07/01/2021 09:24:17 AM,3.1,NW,10,0.6,50042.8,07/01/2021 09:24:20 AM,Motion Start,S-HAM38842,MERIWEATHER AV,TERM SE OF CRYER AV,CRYER AV,HYDE PARK
23081,28,39.13373,-84.437567,07/01/2021 09:24:46 AM,0.0,NWW,9,0.6,50042.8,07/01/2021 09:24:47 AM,Motion Stop,S-HAM06689,MERIWEATHER AV,CRYER AV,PINERIDGE AV,HYDE PARK
33861,28,39.133728000000005,-84.43761500000001,07/01/2021 10:13:00 AM,0.0,NNW,"12,9",0.0,50042.8,07/01/2021 10:16:35 AM,,S-HAM06689,MERIWEATHER AV,CRYER AV,PINERIDGE AV,HYDE PARK
32154,28,39.133728000000005,-84.43761500000001,07/01/2021 10:13:38 AM,3.9,NNW,10,0.0,50042.8,07/01/2021 10:16:35 AM,Motion Start,S-HAM06689,MERIWEATHER AV,CRYER AV,PINERIDGE AV,HYDE PARK
